0, 0, 4, 10, 166, 197.831096371
0, 1, 16, 10, 171, 203.789864334
0, 2, 34, 4, 178, 212.132139482
0, 3, 4, 22, 166, 197.831096371
0, 4, 16, 22, 171, 203.789864334
0, 5, 32, 19, 177, 210.940385889
1, 0, 17, 21, 171, 203.789864334
1, 1, 29, 21, 176, 209.748632297
1, 2, 52, 11, 184, 219.282661037
1, 3, 11, 40, 167, 199.022849963
1, 4, 29, 33, 175, 208.556878704
1, 5, 41, 35, 179, 213.323893074
2, 0, 35, 28, 178, 212.132139482
2, 1, 40, 34, 179, 213.323893074
2, 2, 70, 18, 188, 224.049675408
2, 3, 18, 58, 167, 199.022849963
2, 4, 47, 40, 181, 215.70740026
2, 5, 52, 50, 181, 215.70740026
3, 0, 53, 35, 183, 218.090907445
3, 1, 47, 52, 179, 213.323893074
3, 2, 88, 25, 191, 227.624936185
3, 3, 25, 76, 166, 197.831096371
3, 4, 58, 53, 182, 216.899153852
3, 5, 61, 66, 179, 213.323893074
4, 0, 71, 42, 186, 221.666168223
4, 1, 54, 70, 177, 210.940385889
4, 2, 106, 32, 192, 228.816689778
4, 3, 32, 94, 163, 194.255835593
4, 4, 71, 64, 182, 216.899153852
4, 5, 68, 84, 176, 209.748632297
5, 0, 89, 49, 188, 224.049675408
5, 1, 61, 88, 173, 206.173371519
5, 2, 124, 39, 190, 226.433182593
5, 3, 39, 112, 158, 188.29706763
5, 4, 86, 74, 182, 216.899153852
5, 5, 75, 102, 171, 203.789864334
6, 0, 107, 56, 188, 224.049675408
6, 1, 68, 106, 168, 200.214603556
6, 2, 142, 46, 187, 222.857921815
6, 3, 46, 130, 153, 182.338299667
6, 4, 100, 87, 179, 213.323893074
6, 5, 77, 120, 163, 194.255835593
7, 0, 125, 63, 186, 221.666168223
7, 1, 75, 124, 161, 191.872328408
7, 2, 160, 53, 183, 218.090907445
7, 3, 53, 148, 146, 173.996024519
7, 4, 109, 103, 173, 206.173371519
7, 5, 77, 139, 155, 184.721806852
8, 0, 143, 70, 182, 216.899153852
8, 1, 77, 142, 153, 182.338299667
8, 2, 178, 60, 176, 209.748632297
8, 3, 60, 166, 140, 166.845502963
8, 4, 116, 121, 165, 196.639342778
8, 5, 77, 158, 148, 176.379531704
9, 0, 161, 77, 176, 209.748632297
9, 1, 77, 161, 149, 177.571285297
9, 2, 196, 67, 169, 201.406357148
9, 3, 62, 184, 142, 169.229010148
9, 4, 127, 136, 168, 200.214603556
9, 5, 77, 177, 150, 178.763038889
10, 0, 179, 84, 170, 202.598110741
10, 1, 77, 180, 150, 178.763038889
10, 2, 214, 74, 164, 195.447589185
10, 3, 62, 203, 141, 168.037256556
10, 4, 136, 152, 174, 207.365125111
10, 5, 77, 196, 149, 177.571285297
11, 0, 197, 86, 168, 200.214603556
11, 1, 81, 198, 151, 179.954792482
11, 2, 232, 81, 167, 199.022849963
11, 3, 62, 222, 140, 166.845502963
11, 4, 143, 170, 179, 213.323893074
11, 5, 77, 215, 148, 176.379531704
12, 0, 216, 86, 169, 201.406357148
12, 1, 88, 216, 153, 182.338299667
12, 2, 250, 83, 166, 197.831096371
12, 3, 62, 241, 148, 176.379531704
12, 4, 150, 188, 181, 215.70740026
12, 5, 77, 234, 149, 177.571285297
13, 0, 235, 86, 169, 201.406357148
13, 1, 99, 231, 156, 185.913560445
13, 2, 269, 83, 162, 193.064082
13, 3, 66, 259, 157, 187.105314037
13, 4, 161, 203, 184, 219.282661037
13, 5, 77, 253, 157, 187.105314037
14, 0, 254, 86, 166, 197.831096371
14, 1, 113, 244, 161, 191.872328408
14, 2, 288, 83, 168, 200.214603556
14, 3, 68, 277, 164, 195.447589185
14, 4, 175, 216, 186, 221.666168223
14, 5, 77, 249, 156, 185.913560445
15, 0, 273, 86, 164, 195.447589185
15, 1, 122, 260, 169, 201.406357148
15, 2, 307, 83, 173, 206.173371519
15, 3, 72, 295, 171, 203.789864334
15, 4, 189, 229, 186, 221.666168223
15, 5, 77, 230, 147, 175.187778111
16, 0, 269, 86, 164, 195.447589185
16, 1, 124, 278, 176, 209.748632297
16, 2, 326, 83, 177, 210.940385889
16, 3, 74, 313, 176, 209.748632297
16, 4, 203, 242, 184, 219.282661037
16, 5, 77, 211, 148, 176.379531704
17, 0, 249, 86, 167, 199.022849963
17, 1, 128, 296, 182, 216.899153852
17, 2, 345, 83, 179, 213.323893074
17, 3, 74, 332, 179, 213.323893074
17, 4, 217, 255, 180, 214.515646667
17, 5, 77, 192, 150, 178.763038889
18, 0, 230, 86, 169, 201.406357148
18, 1, 135, 314, 187, 222.857921815
18, 2, 363, 87, 181, 215.70740026
18, 3, 78, 350, 182, 216.899153852
18, 4, 231, 268, 175, 208.556878704
18, 5, 77, 173, 149, 177.571285297
19, 0, 233, 86, 169, 201.406357148
19, 1, 142, 332, 191, 227.624936185
19, 2, 381, 89, 181, 215.70740026
19, 3, 80, 368, 182, 216.899153852
19, 4, 245, 281, 169, 201.406357148
19, 5, 84, 157, 152, 181.146546074
